"","Temperature.C","Specific.Growth.Rate.g.g.d"
"107",12.5,0.0046575598893204
"108",12.6666666666667,0.00456672539155011
"109",12.8333333333333,0.0044682300098348
"110",13,0.00436228759428761
"111",13.1666666666667,0.00424910049976873
"112",13.3333333333333,0.00412885915175792
"113",13.5,0.00400174174931241
"114",13.6666666666667,0.00386791408592627
"115",13.8333333333333,0.0037275294704004
"116",14,0.00358072873121497
"117",14.1666666666667,0.00342764028936739
"118",14.3333333333333,0.0032683802858416
"119",14.5,0.00310305275077237
"120",14.6666666666667,0.00293174980291187
"121",14.8333333333333,0.00275455186889484
"122",15,0.00257152791175275
"123",15.1666666666667,0.00238273565977093
"124",15.3333333333333,0.00218822182653139
"125",15.5,0.00198802231293485
"126",15.6666666666667,0.00178216238215141
"127",15.8333333333333,0.00157065679816202
"128",16,0.00135350991705219
"129",16.1666666666667,0.00113071571974399
"130",16.3333333333333,0.00090225777267241
"131",16.5,0.000668109101257727
"132",16.6666666666667,0.000428231957237644
"133",16.8333333333333,0.00018257745834806
"134",17,-6.89149264508997e-05
"135",17.1666666666667,-0.000326318078598076
"136",17.3333333333333,-0.000589718157918664
"137",17.5,-0.000859215804779129
"138",17.6666666666667,-0.00113492767589584
"139",17.8333333333333,-0.00141698838565089
"140",18,-0.00170555294104605
"141",18.1666666666667,-0.00200079977853127
"142",18.3333333333333,-0.00230293453370571
"143",18.5,-0.00261219470447947
"144",18.6666666666667,-0.00292885540185684
"145",18.8333333333333,-0.00325323642371978
"146",19,-0.00358571093485445
"147",19.1333333333333,-0.00384397998696535
"148",19.2666666666667,-0.00410787790986969
"149",19.4,-0.00437770045094184
"150",19.5333333333333,-0.00465378654909197
"151",19.6666666666667,-0.00493652543314759
"152",19.8,-0.00522636488787838
"153",19.9333333333333,-0.00552382085037095
"154",20.0666666666667,-0.00582948851137222
"155",20.2,-0.00614405510170985
"156",20.3333333333333,-0.00646831454385632
"157",20.4666666666667,-0.00680318413441849
"158",20.6,-0.00714972339236711
"159",20.7333333333333,-0.00750915515029004
"160",20.8666666666667,-0.00788288887195224
"161",21,-0.00827254603658373
"162",21.1333333333333,-0.00867998722075132
"163",21.2666666666667,-0.00910734021620085
"164",21.4,-0.00955702812342498
"165",21.5333333333333,-0.0100317958376607
"166",21.6666666666667,-0.0105347326808646
"167",21.8,-0.0110692881243821
"168",21.9333333333333,-0.0116392766114932
"169",22.0666666666667,-0.0122488664793113
"170",22.2,-0.0129025470019339
"171",22.3333333333333,-0.013605066812558
"172",22.4666666666667,-0.0143613366793567
"173",22.6,-0.0151762901684303
"174",22.7333333333333,-0.016054697555349
"175",22.8666666666667,-0.0170009318672992
"176",23,-0.0180186914471353
"177",23.0666666666667,-0.0185220219168292
"178",23.1333333333333,-0.0190464284363949
"179",23.2,-0.0195923070455245
"180",23.2666666666667,-0.0202071629932891
"181",23.3333333333333,-0.0208424065418574
"182",23.4,-0.0214980410529608
"183",23.4666666666667,-0.0221739603489632
"184",23.5333333333333,-0.022869944145539
"185",23.6,-0.0235856553559831
"186",23.6666666666667,-0.024320639508593
"187",23.7333333333333,-0.025074326466852
"188",23.8,-0.0258460345747441
"189",23.8666666666667,-0.0266349772719144
"190",23.9333333333333,-0.0274402721351352
"191",24,-0.0282609522128996
"192",24.0666666666667,-0.0290959794290614
"193",24.1333333333333,-0.0299442597485051
"194",24.2,-0.0308046597265784
"195",24.2666666666667,-0.0316760240077285
"196",24.3333333333333,-0.0325571933046742
"197",24.4,-0.0334470223750653
"198",24.4666666666667,-0.0343443975220841
"199",24.5333333333333,-0.0352482531766273
"200",24.6,-0.0361575871687334
"201",24.6666666666667,-0.0370714743604561
"202",24.7333333333333,-0.0379890783903414
"203",24.8,-0.0389096613605646
"204",24.8666666666667,-0.0398325913817431
"205",24.9333333333333,-0.0407573479699376
"206",25,-0.041683525362935
